Lv0	Lv1	Lv2	Combined	Displayed	Population	Population by Lv0	Date of Data	Notes
北韓	黃海南道		北韓黃海南道	北韓黃海南道	2567415		2022-01-26	
北韓	黃海北道		北韓黃海北道	北韓黃海北道	2348716		2022-01-26	
北韓	江原道		北韓江原道	北韓江原道	1641892		2022-01-26	
北韓	慈江道		北韓慈江道	北韓慈江道	1275600		2022-01-26	
北韓	兩江道		北韓兩江道	北韓兩江道	733393		2022-01-26	
北韓	南浦市		北韓南浦市	北韓南浦市	505597		2022-01-26	
北韓	開城市		北韓開城市	北韓開城市	342739		2022-01-26	
北韓	羅先市		北韓羅先市	北韓羅先市	227796	25955653	2022-01-26	
澳洲	新南威爾斯州		澳洲新南威爾斯州	澳洲新南威爾斯州	8254134		2022-01-26	
澳洲	維多利亞州		澳洲維多利亞州	澳洲維多利亞州	6701828		2022-01-26	
澳洲	昆士蘭州		澳洲昆士蘭州	澳洲昆士蘭州	5262527		2022-01-26	
澳洲	西澳洲		澳洲西澳洲	澳洲西澳大利亞	2702874		2022-01-26	
澳洲	南澳洲		澳洲南澳洲	澳洲南澳大利亞	1787289		2022-01-26	
澳洲	塔斯馬尼亞州		澳洲塔斯馬尼亞州	澳洲塔斯馬尼亞州	545768		2022-01-26	
澳洲	澳洲首都領地		澳洲澳洲首都領地	澳洲首都領地	435690		2022-01-26	
澳洲	北領地		澳洲北領地	澳洲北領地	248290		2022-01-26	
澳洲	傑維斯灣領地		澳洲傑維斯灣領地	澳洲傑維斯灣領地	408	25938808	2022-01-26	
尼日	津德爾大區		尼日津德爾大區	尼日津德爾大區	5281117		2022-01-26	
尼日	馬拉迪大區		尼日馬拉迪大區	尼日馬拉迪大區	5075721		2022-01-26	
尼日	塔瓦大區		尼日塔瓦大區	尼日塔瓦大區	4965722		2022-01-26	
尼日	蒂拉貝里大區		尼日蒂拉貝里大區	尼日蒂拉貝里大區	4062318		2022-01-26	
尼日	多索大區		尼日多索大區	尼日多索大區	3044601		2022-01-26	
尼日	首都區		尼日首都區	尼日首都區	1531996		2022-01-26	
尼日	迪法大區		尼日迪法大區	尼日迪法大區	885945		2022-01-26	
尼日	阿加德茲大區		尼日阿加德茲大區	尼日阿加德茲大區	727500	25574920	2022-01-26	
中華民國（台灣）	新北市		中華民國（台灣）新北市	台灣新北市	4095379		2022-01-26	
中華民國（台灣）	台中市		中華民國（台灣）台中市	台灣台中市	2874746		2022-01-26	
中華民國（台灣）	高雄市		中華民國（台灣）高雄市	台灣高雄市	2804450		2022-01-26	
中華民國（台灣）	台北市		中華民國（台灣）台北市	台灣台北市	2579356		2022-01-26	
中華民國（台灣）	桃園市		中華民國（台灣）桃園市	台灣桃園市	2321867		2022-01-26	
中華民國（台灣）	台南市		中華民國（台灣）台南市	台灣台南市	1902601		2022-01-26	
中華民國（台灣）	台灣省	彰化縣	中華民國（台灣）台灣省彰化縣	台灣彰化縣	1282662		2022-01-26	
中華民國（台灣）	台灣省	屏東縣	中華民國（台灣）台灣省屏東縣	台灣屏東縣	821955		2022-01-26	
中華民國（台灣）	台灣省	雲林縣	中華民國（台灣）台灣省雲林縣	台灣雲林縣	684723		2022-01-26	
中華民國（台灣）	台灣省	新竹縣	中華民國（台灣）台灣省新竹縣	台灣新竹縣	588112		2022-01-26	
中華民國（台灣）	台灣省	苗栗縣	中華民國（台灣）台灣省苗栗縣	台灣苗栗縣	549896		2022-01-26	
中華民國（台灣）	台灣省	嘉義縣	中華民國（台灣）台灣省嘉義縣	台灣嘉義縣	504057		2022-01-26	
中華民國（台灣）	台灣省	南投縣	中華民國（台灣）台灣省南投縣	台灣南投縣	495454		2022-01-26	
中華民國（台灣）	台灣省	新竹市	中華民國（台灣）台灣省新竹市	台灣新竹市	462495		2022-01-26	
中華民國（台灣）	台灣省	宜蘭縣	中華民國（台灣）台灣省宜蘭縣	台灣宜蘭縣	460505		2022-01-26	
中華民國（台灣）	台灣省	基隆市	中華民國（台灣）台灣省基隆市	台灣基隆市	371902		2022-01-26	
中華民國（台灣）	台灣省	花蓮縣	中華民國（台灣）台灣省花蓮縣	台灣花蓮縣	328355		2022-01-26	
中華民國（台灣）	台灣省	嘉義市	中華民國（台灣）台灣省嘉義市	台灣嘉義市	270491		2022-01-26	
中華民國（台灣）	台灣省	台東縣	中華民國（台灣）台灣省台東縣	台灣台東縣	218032		2022-01-26	
中華民國（台灣）	福建省	金門縣	中華民國（台灣）福建省金門縣	台灣福建省金門縣	144621		2022-01-26	
中華民國（台灣）	台灣省	澎湖縣	中華民國（台灣）台灣省澎湖縣	台灣澎湖縣	108655		2022-01-26	
中華民國（台灣）	福建省	連江縣（馬祖）	中華民國（台灣）福建省連江縣（馬祖）	台灣福建省連江縣（馬祖）	13942	23884256	2022-01-26	
布吉納法索	中央大區		布吉納法索中央大區	布吉納法索中央大區	3226722		2022-01-26	
布吉納法索	上盆地大區		布吉納法索上盆地大區	布吉納法索上盆地大區	2381604		2022-01-26	
布吉納法索	東部大區		布吉納法索東部大區	布吉納法索東部大區	2065738		2022-01-26	
布吉納法索	布克萊迪穆翁大區		布吉納法索布克萊迪穆翁大區	布吉納法索布克萊迪穆翁大區	2019590		2022-01-26	
布吉納法索	中北大區		布吉納法索中北大區	布吉納法索中北大區	1991919		2022-01-26	
布吉納法索	北部大區		布吉納法索北部大區	布吉納法索北部大區	1831025		2022-01-26	
布吉納法索	中西大區		布吉納法索中西大區	布吉納法索中西大區	1765516		2022-01-26	
布吉納法索	中東大區		布吉納法索中東大區	布吉納法索中東大區	1679052		2022-01-26	
布吉納法索	薩赫勒大區		布吉納法索薩赫勒大區	布吉納法索薩赫勒大區	1164968		2022-01-26	
布吉納法索	高原-中部大區		布吉納法索高原-中部大區	布吉納法索高原-中部大區	1040059		2022-01-26	
布吉納法索	西南大區		布吉納法索西南大區	布吉納法索西南大區	929957		2022-01-26	
布吉納法索	瀑布大區		布吉納法索瀑布大區	布吉納法索瀑布大區	864024		2022-01-26	
布吉納法索	中南大區		布吉納法索中南大區	布吉納法索中南大區	838785	21798959	2022-01-26	
斯里蘭卡	西部省		斯里蘭卡西部省	斯里蘭卡西部省	6194375		2022-01-26	
斯里蘭卡	中央省		斯里蘭卡中央省	斯里蘭卡中央省	2722412		2022-01-26	
斯里蘭卡	南部省		斯里蘭卡南部省	斯里蘭卡南部省	2622610		2022-01-26	
斯里蘭卡	西北省		斯里蘭卡西北省	斯里蘭卡西北省	2520530		2022-01-26	
斯里蘭卡	薩伯勒格穆沃省		斯里蘭卡薩伯勒格穆沃省	斯里蘭卡薩伯勒格穆沃省	2041796		2022-01-26	
斯里蘭卡	東部省		斯里蘭卡東部省	斯里蘭卡東部省	1646761		2022-01-26	
斯里蘭卡	北中省		斯里蘭卡北中省	斯里蘭卡北中省	1340969		2022-01-26	
斯里蘭卡	烏沃省		斯里蘭卡烏沃省	斯里蘭卡烏沃省	1340758		2022-01-26	
斯里蘭卡	北部省		斯里蘭卡北部省	斯里蘭卡北部省	1123575	21553786	2022-01-26	
馬利	錫卡索區		馬利錫卡索區	馬利錫卡索區	3817955		2022-01-26	
馬利	庫利科羅區		馬利庫利科羅區	馬利庫利科羅區	3498628		2022-01-26	
馬利	塞古區		馬利塞古區	馬利塞古區	3377641		2022-01-26	
馬利	莫普提區		馬利莫普提區	馬利莫普提區	2942833		2022-01-26	
馬利	卡伊區		馬利卡伊區	馬利卡伊區	2884306		2022-01-26	
馬利	巴馬科首都區		馬利巴馬科首都區	馬利巴馬科首都區	2614993		2022-01-26	
馬利	通布圖區		馬利通布圖區	馬利通布圖區	948477		2022-01-26	
馬利	加奧區		馬利加奧區	馬利加奧區	707298		2022-01-26	
馬利	陶代尼區		馬利陶代尼區	馬利陶代尼區	193557		2022-01-26	
馬利	基達爾區		馬利基達爾區	馬利基達爾區	97846		2022-01-26	
馬利	梅納卡區		馬利梅納卡區	馬利梅納卡區	78660	21162194	2022-01-26	
馬拉威	南部區		馬拉威南部區	馬拉威南部區	8782690		2022-01-26	
馬拉威	中央區		馬拉威中央區	馬拉威中央區	8525136		2022-01-26	
馬拉威	北部區		馬拉威北部區	馬拉威北部區	2594683	19902509	2022-01-26	
智利	聖地牙哥首都大區		智利聖地牙哥首都大區	智利聖地牙哥首都大區	7840924		2022-01-26	
智利	瓦爾帕萊索大區		智利瓦爾帕萊索大區	智利瓦爾帕萊索大區	2001790		2022-01-26	
智利	比奧比奧大區		智利比奧比奧大區	智利比奧比奧大區	1716170		2022-01-26	
智利	馬烏萊大區		智利馬烏萊大區	智利馬烏萊大區	1151918		2022-01-26	
智利	阿勞卡尼亞大區		智利阿勞卡尼亞大區	智利阿勞卡尼亞大區	1055212		2022-01-26	
智利	奧伊金斯將軍解放者大區		智利奧伊金斯將軍解放者大區	智利奧伊金斯將軍解放者大區	1008175		2022-01-26	
智利	湖大區		智利湖大區	智利湖大區	913540		2022-01-26	
智利	科金博大區		智利科金博大區	智利科金博大區	835138		2022-01-26	
智利	安托法加斯塔大區		智利安托法加斯塔大區	智利安托法加斯塔大區	669725		2022-01-26	
智利	紐布萊大區		智利紐布萊大區	智利紐布萊大區	529807		2022-01-26	
智利	河大區		智利河大區	智利河大區	424232		2022-01-26	
智利	塔拉帕卡大區		智利塔拉帕卡大區	智利塔拉帕卡大區	364396		2022-01-26	
智利	阿塔卡馬大區		智利阿塔卡馬大區	智利阿塔卡馬大區	315462		2022-01-26	
智利	阿里卡和帕里納科塔大區		智利阿里卡和帕里納科塔大區	智利阿里卡和帕里納科塔大區	249210		2022-01-26	
智利	麥哲倫-智利南極大區		智利麥哲倫-智利南極大區	智利麥哲倫-智利南極大區	183580		2022-01-26	
智利	伊瓦涅斯將軍的艾森大區		智利伊瓦涅斯將軍的艾森大區	智利伊瓦涅斯將軍的艾森大區	113719	19372998	2022-01-26	
尚比亞	盧薩卡省		尚比亞盧薩卡省	尚比亞盧薩卡省	3599120		2022-01-26	
尚比亞	銅帶省		尚比亞銅帶省	尚比亞銅帶省	2984416		2022-01-26	
尚比亞	東部省		尚比亞東部省	尚比亞東部省	2215349		2022-01-26	
尚比亞	南部省		尚比亞南部省	尚比亞南部省	2092332		2022-01-26	
尚比亞	中央省		尚比亞中央省	尚比亞中央省	1969932		2022-01-26	
尚比亞	北部省		尚比亞北部省	尚比亞北部省	1615868		2022-01-26	
尚比亞	盧阿普拉省		尚比亞盧阿普拉省	尚比亞盧阿普拉省	1372734		2022-01-26	
尚比亞	西部省		尚比亞西部省	尚比亞西部省	1176425		2022-01-26	
尚比亞	穆欽加省		尚比亞穆欽加省	尚比亞穆欽加省	1142714		2022-01-26	
尚比亞	西北省		尚比亞西北省	尚比亞西北省	1019566	19188456	2022-01-26	
哈薩克	阿拉木圖州		哈薩克阿拉木圖州	哈薩克阿拉木圖州	2098061		2022-01-26	
哈薩克	突厥斯坦州		哈薩克突厥斯坦州	哈薩克突厥斯坦州	2063827		2022-01-26	
哈薩克	阿拉木圖市		哈薩克阿拉木圖市	哈薩克阿拉木圖市	2003616		2022-01-26	
哈薩克	卡拉干達州		哈薩克卡拉干達州	哈薩克卡拉干達州	1385283		2022-01-26	
哈薩克	東哈薩克州		哈薩克東哈薩克州	哈薩克東哈薩克州	1372093		2022-01-26	
哈薩克	努爾蘇丹市		哈薩克努爾蘇丹市	哈薩克努爾蘇丹市	1204143		2022-01-26	
哈薩克	江布爾州		哈薩克江布爾州	哈薩克江布爾州	1149670		2022-01-26	
哈薩克	希姆肯特市		哈薩克希姆肯特市	哈薩克希姆肯特市	1093989		2022-01-26	
哈薩克	阿克托貝州		哈薩克阿克托貝州	哈薩克阿克托貝州	903787		2022-01-26	
哈薩克	庫斯塔奈州		哈薩克庫斯塔奈州	哈薩克庫斯塔奈州	869240		2022-01-26	
哈薩克	克孜勒奧爾達州		哈薩克克孜勒奧爾達州	哈薩克克孜勒奧爾達州	823638		2022-01-26	
哈薩克	巴甫洛達爾州		哈薩克巴甫洛達爾州	哈薩克巴甫洛達爾州	755495		2022-01-26	
哈薩克	阿克莫拉州		哈薩克阿克莫拉州	哈薩克阿克莫拉州	740307		2022-01-26	
哈薩克	曼吉斯套州		哈薩克曼吉斯套州	哈薩克曼吉斯套州	729695		2022-01-26	
哈薩克	西哈薩克州		哈薩克西哈薩克州	哈薩克西哈薩克州	667167		2022-01-26	
哈薩克	阿特勞州		哈薩克阿特勞州	哈薩克阿特勞州	664609		2022-01-26	
哈薩克	北哈薩克州		哈薩克北哈薩克州	哈薩克北哈薩克州	546239		2022-01-26	
哈薩克	拜科努爾市		哈薩克拜科努爾市	哈薩克拜科努爾市	77701	19148560	2022-01-26	
羅馬尼亞	布加勒斯特市		羅馬尼亞布加勒斯特市	羅馬尼亞布加勒斯特市	1781878		2022-01-26	
羅馬尼亞	雅西縣		羅馬尼亞雅西縣	羅馬尼亞雅西縣	730706		2022-01-26	
羅馬尼亞	普拉霍瓦縣		羅馬尼亞普拉霍瓦縣	羅馬尼亞普拉霍瓦縣	721754		2022-01-26	
羅馬尼亞	克盧日縣		羅馬尼亞克盧日縣	羅馬尼亞克盧日縣	653844		2022-01-26	
羅馬尼亞	康斯坦察縣		羅馬尼亞康斯坦察縣	羅馬尼亞康斯坦察縣	647199		2022-01-26	
羅馬尼亞	蒂米什縣		羅馬尼亞蒂米什縣	羅馬尼亞蒂米什縣	646686		2022-01-26	
羅馬尼亞	多爾日縣		羅馬尼亞多爾日縣	羅馬尼亞多爾日縣	624930		2022-01-26	
羅馬尼亞	蘇恰瓦縣		羅馬尼亞蘇恰瓦縣	羅馬尼亞蘇恰瓦縣	600584		2022-01-26	
羅馬尼亞	巴克烏縣		羅馬尼亞巴克烏縣	羅馬尼亞巴克烏縣	582947		2022-01-26	
羅馬尼亞	阿爾傑什縣		羅馬尼亞阿爾傑什縣	羅馬尼亞阿爾傑什縣	579411		2022-01-26	
羅馬尼亞	比霍爾縣		羅馬尼亞比霍爾縣	羅馬尼亞比霍爾縣	544375		2022-01-26	
羅馬尼亞	穆列什縣		羅馬尼亞穆列什縣	羅馬尼亞穆列什縣	521147		2022-01-26	
羅馬尼亞	布拉索夫縣		羅馬尼亞布拉索夫縣	羅馬尼亞布拉索夫縣	519605		2022-01-26	
羅馬尼亞	加拉茨縣		羅馬尼亞加拉茨縣	羅馬尼亞加拉茨縣	507259		2022-01-26	
羅馬尼亞	登博維察縣		羅馬尼亞登博維察縣	羅馬尼亞登博維察縣	490776		2022-01-26	
羅馬尼亞	馬拉穆列什縣		羅馬尼亞馬拉穆列什縣	羅馬尼亞馬拉穆列什縣	452852		2022-01-26	
羅馬尼亞	尼亞姆茨縣		羅馬尼亞尼亞姆茨縣	羅馬尼亞尼亞姆茨縣	445384		2022-01-26	
羅馬尼亞	布澤烏縣		羅馬尼亞布澤烏縣	羅馬尼亞布澤烏縣	426749		2022-01-26	
羅馬尼亞	奧爾特縣		羅馬尼亞奧爾特縣	羅馬尼亞奧爾特縣	412871		2022-01-26	
羅馬尼亞	阿拉德縣		羅馬尼亞阿拉德縣	羅馬尼亞阿拉德縣	407411		2022-01-26	
羅馬尼亞	胡內多阿拉縣		羅馬尼亞胡內多阿拉縣	羅馬尼亞胡內多阿拉縣	395998		2022-01-26	
羅馬尼亞	博托沙尼縣		羅馬尼亞博托沙尼縣	羅馬尼亞博托沙尼縣	390379		2022-01-26	
羅馬尼亞	錫比烏縣		羅馬尼亞錫比烏縣	羅馬尼亞錫比烏縣	375900		2022-01-26	
羅馬尼亞	瓦斯盧伊縣		羅馬尼亞瓦斯盧伊縣	羅馬尼亞瓦斯盧伊縣	374175		2022-01-26	
羅馬尼亞	伊爾福夫縣		羅馬尼亞伊爾福夫縣	羅馬尼亞伊爾福夫縣	367779		2022-01-26	
羅馬尼亞	特列奧爾曼縣		羅馬尼亞特列奧爾曼縣	羅馬尼亞特列奧爾曼縣	359628		2022-01-26	
羅馬尼亞	沃爾恰縣		羅馬尼亞沃爾恰縣	羅馬尼亞沃爾恰縣	351673		2022-01-26	
羅馬尼亞	薩圖馬雷縣		羅馬尼亞薩圖馬雷縣	羅馬尼亞薩圖馬雷縣	325793		2022-01-26	
羅馬尼亞	阿爾巴縣		羅馬尼亞阿爾巴縣	羅馬尼亞阿爾巴縣	323916		2022-01-26	
羅馬尼亞	戈爾日縣		羅馬尼亞戈爾日縣	羅馬尼亞戈爾日縣	323177		2022-01-26	
羅馬尼亞	弗朗恰縣		羅馬尼亞弗朗恰縣	羅馬尼亞弗朗恰縣	321962		2022-01-26	
羅馬尼亞	布勒伊拉縣		羅馬尼亞布勒伊拉縣	羅馬尼亞布勒伊拉縣	303894		2022-01-26	
羅馬尼亞	哈爾吉塔縣		羅馬尼亞哈爾吉塔縣	羅馬尼亞哈爾吉塔縣	294106		2022-01-26	
羅馬尼亞	克勒拉希縣		羅馬尼亞克勒拉希縣	羅馬尼亞克勒拉希縣	290155		2022-01-26	
羅馬尼亞	卡拉什-塞維林縣		羅馬尼亞卡拉什-塞維林縣	羅馬尼亞卡拉什-塞維林縣	279643		2022-01-26	
羅馬尼亞	比斯特里察-訥瑟烏德縣		羅馬尼亞比斯特里察-訥瑟烏德縣	羅馬尼亞比斯特里察-訥瑟烏德縣	270793		2022-01-26	
羅馬尼亞	久爾久縣		羅馬尼亞久爾久縣	羅馬尼亞久爾久縣	266249		2022-01-26	
羅馬尼亞	雅洛米察縣		羅馬尼亞雅洛米察縣	羅馬尼亞雅洛米察縣	259367		2022-01-26	
羅馬尼亞	梅赫丁茨縣		羅馬尼亞梅赫丁茨縣	羅馬尼亞梅赫丁茨縣	251081		2022-01-26	
羅馬尼亞	瑟拉日縣		羅馬尼亞瑟拉日縣	羅馬尼亞瑟拉日縣	212286		2022-01-26	
羅馬尼亞	圖爾恰縣		羅馬尼亞圖爾恰縣	羅馬尼亞圖爾恰縣	201594		2022-01-26	
羅馬尼亞	科瓦斯納縣		羅馬尼亞科瓦斯納縣	羅馬尼亞科瓦斯納縣	198846	19036762	2022-01-26	
瓜地馬拉	瓜地馬拉省		瓜地馬拉瓜地馬拉省	瓜地馬拉瓜地馬拉省	3844345		2022-01-26	
瓜地馬拉	韋韋特南戈省		瓜地馬拉韋韋特南戈省	瓜地馬拉韋韋特南戈省	1499867		2022-01-26	
瓜地馬拉	上維拉帕斯省		瓜地馬拉上維拉帕斯省	瓜地馬拉上維拉帕斯省	1452840		2022-01-26	
瓜地馬拉	聖馬科斯省		瓜地馬拉聖馬科斯省	瓜地馬拉聖馬科斯省	1281760		2022-01-26	
瓜地馬拉	基切省		瓜地馬拉基切省	瓜地馬拉基切省	1162231		2022-01-26	
瓜地馬拉	克薩爾特南戈省		瓜地馬拉克薩爾特南戈省	瓜地馬拉克薩爾特南戈省	980176		2022-01-26	
瓜地馬拉	埃斯昆特拉省		瓜地馬拉埃斯昆特拉省	瓜地馬拉埃斯昆特拉省	865622		2022-01-26	
瓜地馬拉	奇馬爾特南戈省		瓜地馬拉奇馬爾特南戈省	瓜地馬拉奇馬爾特南戈省	801873		2022-01-26	
瓜地馬拉	貝登省		瓜地馬拉貝登省	瓜地馬拉貝登省	670808		2022-01-26	
瓜地馬拉	蘇奇特佩克斯省		瓜地馬拉蘇奇特佩克斯省	瓜地馬拉蘇奇特佩克斯省	661868		2022-01-26	
瓜地馬拉	胡蒂亞帕省		瓜地馬拉胡蒂亞帕省	瓜地馬拉胡蒂亞帕省	597032		2022-01-26	
瓜地馬拉	托托尼卡潘省		瓜地馬拉托托尼卡潘省	瓜地馬拉托托尼卡潘省	532171		2022-01-26	
瓜地馬拉	索洛拉省		瓜地馬拉索洛拉省	瓜地馬拉索洛拉省	510935		2022-01-26	
瓜地馬拉	奇基穆拉省		瓜地馬拉奇基穆拉省	瓜地馬拉奇基穆拉省	482847		2022-01-26	
瓜地馬拉	聖羅薩省		瓜地馬拉聖羅薩省	瓜地馬拉聖羅薩省	482249		2022-01-26	
瓜地馬拉	伊薩瓦爾省		瓜地馬拉伊薩瓦爾省	瓜地馬拉伊薩瓦爾省	481662		2022-01-26	
瓜地馬拉	哈拉帕省		瓜地馬拉哈拉帕省	瓜地馬拉哈拉帕省	431077		2022-01-26	
瓜地馬拉	薩卡特佩克斯省		瓜地馬拉薩卡特佩克斯省	瓜地馬拉薩卡特佩克斯省	426350		2022-01-26	
瓜地馬拉	雷塔盧萊烏省		瓜地馬拉雷塔盧萊烏省	瓜地馬拉雷塔盧萊烏省	405740		2022-01-26	
瓜地馬拉	下維拉帕斯省		瓜地馬拉下維拉帕斯省	瓜地馬拉下維拉帕斯省	358529		2022-01-26	
瓜地馬拉	薩卡帕省		瓜地馬拉薩卡帕省	瓜地馬拉薩卡帕省	292738		2022-01-26	
瓜地馬拉	普羅格雷索省		瓜地馬拉普羅格雷索省	瓜地馬拉普羅格雷索省	211113	18433833	2022-01-26	
敘利亞	阿勒頗省		敘利亞阿勒頗省	敘利亞阿勒頗省	3910028		2022-01-26	
敘利亞	大馬士革省		敘利亞大馬士革省	敘利亞大馬士革省	2410531		2022-01-26	
敘利亞	大馬士革市		敘利亞大馬士革市	敘利亞大馬士革市	1879332		2022-01-26	
敘利亞	霍姆斯省		敘利亞霍姆斯省	敘利亞霍姆斯省	1498082		2022-01-26	
敘利亞	哈馬省		敘利亞哈馬省	敘利亞哈馬省	1354011		2022-01-26	
敘利亞	伊德利卜省		敘利亞伊德利卜省	敘利亞伊德利卜省	1244364		2022-01-26	
敘利亞	拉塔基亞省		敘利亞拉塔基亞省	敘利亞拉塔基亞省	1086682		2022-01-26	
敘利亞	哈塞克省		敘利亞哈塞克省	敘利亞哈塞克省	1081766		2022-01-26	
敘利亞	代爾祖爾省		敘利亞代爾祖爾省	敘利亞代爾祖爾省	1020396		2022-01-26	
敘利亞	德拉省		敘利亞德拉省	敘利亞德拉省	848276		2022-01-26	
敘利亞	拉卡省		敘利亞拉卡省	敘利亞拉卡省	781128		2022-01-26	
敘利亞	塔爾圖斯省		敘利亞塔爾圖斯省	敘利亞塔爾圖斯省	667231		2022-01-26	
敘利亞	蘇韋達省		敘利亞蘇韋達省	敘利亞蘇韋達省	309391		2022-01-26	
敘利亞	庫奈特拉省		敘利亞庫奈特拉省	敘利亞庫奈特拉省	73948	18165166	2022-01-26	
厄瓜多	瓜亞斯省		厄瓜多瓜亞斯省	厄瓜多瓜亞斯省	4497323		2022-01-26	
厄瓜多	皮欽查省		厄瓜多皮欽查省	厄瓜多皮欽查省	3309088		2022-01-26	
厄瓜多	馬納比省		厄瓜多馬納比省	厄瓜多馬納比省	1601203		2022-01-26	
厄瓜多	洛斯里奧斯省		厄瓜多洛斯里奧斯省	厄瓜多洛斯里奧斯省	944850		2022-01-26	
厄瓜多	阿蘇艾省		厄瓜多阿蘇艾省	厄瓜多阿蘇艾省	903470		2022-01-26	
厄瓜多	埃爾奧羅省		厄瓜多埃爾奧羅省	厄瓜多埃爾奧羅省	733678		2022-01-26	
厄瓜多	艾斯美拉達斯省		厄瓜多艾斯美拉達斯省	厄瓜多艾斯美拉達斯省	659775		2022-01-26	
厄瓜多	通古拉瓦省		厄瓜多通古拉瓦省	厄瓜多通古拉瓦省	605392		2022-01-26	
厄瓜多	欽博拉索省		厄瓜多欽博拉索省	厄瓜多欽博拉索省	537128		2022-01-26	
厄瓜多	洛哈省		厄瓜多洛哈省	厄瓜多洛哈省	534207		2022-01-26	
厄瓜多	科托帕希省		厄瓜多科托帕希省	厄瓜多科托帕希省	500957		2022-01-26	
厄瓜多	因巴布拉省		厄瓜多因巴布拉省	厄瓜多因巴布拉省	488185		2022-01-26	
厄瓜多	聖多明各-德洛斯查奇拉斯省		厄瓜多聖多明各-德洛斯查奇拉斯省	厄瓜多聖多明各-德洛斯查奇拉斯省	470066		2022-01-26	
厄瓜多	聖埃倫娜省		厄瓜多聖埃倫娜省	厄瓜多聖埃倫娜省	411226		2022-01-26	
厄瓜多	卡尼亞爾省		厄瓜多卡尼亞爾省	厄瓜多卡尼亞爾省	288444		2022-01-26	
厄瓜多	蘇崑比奧斯省		厄瓜多蘇崑比奧斯省	厄瓜多蘇崑比奧斯省	236276		2022-01-26	
厄瓜多	玻利瓦省		厄瓜多玻利瓦省	厄瓜多玻利瓦省	215191		2022-01-26	
厄瓜多	莫羅納-聖地牙哥省		厄瓜多莫羅納-聖地牙哥省	厄瓜多莫羅納-聖地牙哥省	201457		2022-01-26	
厄瓜多	卡爾奇省		厄瓜多卡爾奇省	厄瓜多卡爾奇省	191549		2022-01-26	
厄瓜多	奧雷亞納省		厄瓜多奧雷亞納省	厄瓜多奧雷亞納省	165379		2022-01-26	
厄瓜多	納波省		厄瓜多納波省	厄瓜多納波省	137054		2022-01-26	
厄瓜多	薩莫拉-欽奇佩省		厄瓜多薩莫拉-欽奇佩省	厄瓜多薩莫拉-欽奇佩省	123432		2022-01-26	
厄瓜多	帕斯塔薩省		厄瓜多帕斯塔薩省	厄瓜多帕斯塔薩省	117063		2022-01-26	
厄瓜多	加拉巴哥省		厄瓜多加拉巴哥省	厄瓜多加拉巴哥省	33871	17906264	2022-01-26	
荷蘭	南荷蘭省		荷蘭南荷蘭省	荷蘭南荷蘭省	3767539		2022-01-26	
荷蘭	北荷蘭省		荷蘭北荷蘭省	荷蘭北荷蘭省	2925215		2022-01-26	
荷蘭	北布拉邦省		荷蘭北布拉邦省	荷蘭北布拉邦省	2603620		2022-01-26	
荷蘭	海爾德蘭省		荷蘭海爾德蘭省	荷蘭海爾德蘭省	2119049		2022-01-26	
荷蘭	烏特勒支省		荷蘭烏特勒支省	荷蘭烏特勒支省	1376330		2022-01-26	
荷蘭	上愛塞省		荷蘭上愛塞省	荷蘭上愛塞省	1180849		2022-01-26	
荷蘭	林堡省		荷蘭林堡省	荷蘭林堡省	1134927		2022-01-26	
荷蘭	菲士蘭省		荷蘭菲士蘭省	荷蘭菲士蘭省	660269		2022-01-26	
荷蘭	格羅寧根省		荷蘭格羅寧根省	荷蘭格羅寧根省	595162		2022-01-26	
荷蘭	德倫特省		荷蘭德倫特省	荷蘭德倫特省	501515		2022-01-26	
荷蘭	夫利佛蘭省		荷蘭夫利佛蘭省	荷蘭夫利佛蘭省	429733		2022-01-26	
荷蘭	澤蘭省		荷蘭澤蘭省	荷蘭澤蘭省	389573	17683781	2022-01-26	
塞內加爾	達喀爾區		塞內加爾達喀爾區	塞內加爾達喀爾區	4024485		2022-01-26	
塞內加爾	捷斯區		塞內加爾捷斯區	塞內加爾捷斯區	2272318		2022-01-26	
塞內加爾	久爾貝勒區		塞內加爾久爾貝勒區	塞內加爾久爾貝勒區	1936117		2022-01-26	
塞內加爾	考拉克區		塞內加爾考拉克區	塞內加爾考拉克區	1242050		2022-01-26	
塞內加爾	聖路易區		塞內加爾聖路易區	塞內加爾聖路易區	1148487		2022-01-26	
塞內加爾	盧加區		塞內加爾盧加區	塞內加爾盧加區	1113450		2022-01-26	
塞內加爾	法蒂克區		塞內加爾法蒂克區	塞內加爾法蒂克區	932642		2022-01-26	
塞內加爾	坦巴昆達區		塞內加爾坦巴昆達區	塞內加爾坦巴昆達區	900246		2022-01-26	
塞內加爾	科爾達區		塞內加爾科爾達區	塞內加爾科爾達區	855895		2022-01-26	
塞內加爾	馬塔姆區		塞內加爾馬塔姆區	塞內加爾馬塔姆區	753927		2022-01-26	
塞內加爾	卡夫林區		塞內加爾卡夫林區	塞內加爾卡夫林區	752672		2022-01-26	
塞內加爾	濟金紹爾區		塞內加爾濟金紹爾區	塞內加爾濟金紹爾區	710877		2022-01-26	
塞內加爾	塞久區		塞內加爾塞久區	塞內加爾塞久區	592695		2022-01-26	
塞內加爾	凱杜古區		塞內加爾凱杜古區	塞內加爾凱杜古區	197629	17433490	2022-01-26	
查德	恩將納區		查德恩將納區	查德恩將納區	1517002		2022-01-26	
